Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,cluster,Sales_Level
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Apparel,39.0,75,293,146.0,Online,0,High
West Gear,1197831,3/6/2021,West,Idaho,Boise,Men's Apparel,37.0,75,278,125.0,Online,0,High
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,46.0,75,345,173.0,Online,0,High
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,39.0,75,293,146.0,Online,0,High
Amazon,1185732,1/22/2021,Midwest,Ohio,Columbus,Women's Street Footwear,28.0,75,210,109.0,Online,0,High
Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,Women's Apparel,36.0,75,270,135.0,Online,0,High
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Men's Apparel,46.0,75,345,159.0,Online,0,High
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38.0,75,285,143.0,Online,0,High
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Women's Athletic Footwear,19.0,75,143,74.0,Online,0,High
Walmart,1197831,4/20/2021,South,Arkansas,Little Rock,Women's Street Footwear,14.0,75,105,55.0,Online,0,High
West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,34.0,75,255,120.0,Online,0,High
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,43.0,75,323,145.0,Online,0,High
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,52.0,75,390,207.0,Online,0,High
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,75,105,51.0,Online,0,High
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,9.0,75,68,31.0,Online,0,High
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,43.0,75,323,158.0,Online,0,High
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,15.0,75,113,53.0,Online,0,High
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41.0,75,308,129.0,Online,0,High
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,75,338,145.0,Online,0,High
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,64.0,75,480,250.0,Online,0,High
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Women's Apparel,52.0,75,390,199.0,Online,0,High
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,46.0,75,345,155.0,Online,0,High
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Women's Apparel,28.0,75,210,109.0,Online,0,High
Foot Locker,1185732,10/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,75,240,110.0,Online,0,High
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,61.0,75,458,233.0,Online,0,High
West Gear,1185732,2/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,19.0,75,143,73.0,Online,0,High
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,55.0,75,413,165.0,Online,0,High
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,75,240,132.0,Online,0,High
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Women's Apparel,34.0,75,255,128.0,Online,0,High
West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,75,203,103.0,Online,0,High
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28.0,75,210,116.0,Online,0,High
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Apparel,36.0,75,270,138.0,Online,0,High
West Gear,1185732,6/22/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.0,75,308,145.0,Online,0,High
Foot Locker,1185732,6/15/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41.0,75,308,169.0,Online,0,High
Foot Locker,1185732,6/15/2021,Northeast,Delaware,Wilmington,Men's Apparel,50.0,75,375,150.0,Online,0,High
Kohl's,1185732,5/6/2021,Northeast,New Jersey,Newark,Women's Street Footwear,38.0,75,285,143.0,Online,0,High
Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,Women's Street Footwear,37.0,75,278,150.0,Online,0,High
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47.0,75,353,183.0,Online,0,High
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,38.0,75,285,157.0,Online,0,High
Sports Direct,1185732,2/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,38.0,75,285,125.0,Online,0,High
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,52.0,75,390,148.0,Online,0,High
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,49.0,75,368,169.0,Online,0,High
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,54.0,75,405,239.0,Online,0,High
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,55.0,75,413,206.0,Online,0,High
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,75,338,172.0,Online,0,High
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,75,285,117.0,Online,0,High
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,45.0,75,338,159.0,Online,0,High
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,52.0,75,390,168.0,Online,0,High
Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,53.0,75,398,143.0,Outlet,0,High
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,75,150,63.0,Outlet,0,High
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,14.0,75,105,47.0,Outlet,0,High
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Athletic Footwear,39.0,75,293,108.0,Outlet,0,High
West Gear,1128299,2/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,33.0,75,248,116.0,Outlet,0,High
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Apparel,35.0,75,263,105.0,Outlet,0,High
Walmart,1197831,4/20/2021,South,Arkansas,Little Rock,Men's Apparel,31.0,75,233,86.0,Outlet,0,High
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17.0,75,128,52.0,Outlet,0,High
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,23.0,75,173,55.0,Outlet,0,High
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,22.0,75,165,48.0,Outlet,0,High
Sports Direct,1185732,2/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,27.0,75,203,65.0,Outlet,0,High
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,36.0,75,270,84.0,Outlet,0,High
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,44.0,74,326,150.0,Online,0,High
West Gear,1128299,4/5/2020,West,Colorado,Denver,Women's Athletic Footwear,56.0,74,414,178.0,Online,0,High
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,23.0,74,170,90.0,Online,0,High
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Athletic Footwear,53.0,74,392,196.0,Online,0,High
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,45.0,74,333,147.0,Online,0,High
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Apparel,64.0,74,474,147.0,Online,0,High
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Apparel,33.0,74,244,112.0,Online,0,High
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,39.0,74,289,153.0,Online,0,High
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,43.0,74,318,156.0,Online,0,High
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Apparel,49.0,74,363,189.0,Online,0,High
Foot Locker,1185732,12/21/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,51.0,74,377,208.0,Online,0,High
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,23.0,74,170,92.0,Online,0,High
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32.0,74,237,104.0,Online,0,High
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,74,185,74.0,Online,0,High
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,24.0,74,178,92.0,Online,0,High
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29.0,74,215,107.0,Online,0,High
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,41.0,74,303,167.0,Online,0,High
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,Men's Apparel,50.0,74,370,155.0,Online,0,High
Kohl's,1185732,2/8/2021,Northeast,New Jersey,Newark,Women's Apparel,32.0,74,237,126.0,Online,0,High
Kohl's,1185732,7/6/2021,Northeast,New Jersey,Newark,Men's Apparel,48.0,74,355,153.0,Online,0,High
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,43.0,74,318,127.0,Online,0,High
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,53.0,74,392,173.0,Online,0,High
Foot Locker,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,63.0,74,466,233.0,Online,0,High
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,47.0,74,348,177.0,Online,0,High
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,33.0,74,244,122.0,Online,0,High
Foot Locker,1185732,11/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,30.0,74,222,78.0,Outlet,0,High
Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,42.0,74,311,99.0,Outlet,0,High
Foot Locker,1185732,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,19.0,74,141,55.0,Outlet,0,High
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Apparel,39.0,74,289,136.0,Outlet,0,High
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,39.0,74,289,121.0,Outlet,0,High
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,74,96,41.0,Outlet,0,High
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26.0,74,192,81.0,Outlet,0,High
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,74,104,44.0,Outlet,0,High
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,74,237,78.0,Outlet,0,High
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,32.0,74,237,99.0,Outlet,0,High
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.0,74,296,124.0,Outlet,0,High
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,41.0,74,303,112.0,Outlet,0,High
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,39.0,74,289,92.0,Outlet,0,High
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,25.0,74,185,78.0,Outlet,0,High
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Apparel,43.0,74,318,105.0,Outlet,0,High
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41.0,74,303,112.0,Outlet,0,High
Foot Locker,1185732,7/23/2021,Midwest,Illinois,Chicago,Women's Apparel,53.0,73,387,248.0,Online,0,High
West Gear,1128299,5/30/2020,West,Washington,Seattle,Men's Apparel,51.0,73,372,145.0,Online,0,High
Foot Locker,1185732,12/5/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37.0,73,270,122.0,Online,0,High
Sports Direct,1197831,8/17/2021,South,Alabama,Birmingham,Men's Apparel,37.0,73,270,135.0,Online,0,High
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,48.0,73,350,123.0,Online,0,High
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,73,168,81.0,Online,0,High
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,73,168,89.0,Online,0,High
West Gear,1128299,8/24/2021,West,Oregon,Portland,Women's Apparel,69.0,73,504,222.0,Online,0,High
West Gear,1128299,9/25/2021,West,Oregon,Portland,Women's Apparel,41.0,73,299,126.0,Online,0,High
West Gear,1128299,2/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,44.0,73,321,177.0,Online,0,High
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47.0,73,343,178.0,Online,0,High
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,34.0,73,248,124.0,Online,0,High
Walmart,1197831,4/20/2021,South,Arkansas,Little Rock,Men's Apparel,37.0,73,270,130.0,Online,0,High
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19.0,73,139,67.0,Online,0,High
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,73,329,138.0,Online,0,High
Sports Direct,1185732,10/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.0,73,263,108.0,Online,0,High
Foot Locker,1185732,10/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,53.0,73,387,205.0,Online,0,High
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.0,73,263,118.0,Online,0,High
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,48.0,73,350,158.0,Online,0,High
West Gear,1185732,10/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,49.0,73,358,190.0,Online,0,High
West Gear,1185732,1/3/2021,Midwest,Iowa,Des Moines,Women's Apparel,28.0,73,204,112.0,Online,0,High
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48.0,73,350,158.0,Online,0,High
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.0,73,416,250.0,Online,0,High
West Gear,1185732,2/10/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,73,175,88.0,Online,0,High
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.0,73,270,149.0,Online,0,High
Kohl's,1185732,9/6/2021,Northeast,New Jersey,Newark,Women's Apparel,50.0,73,365,193.0,Online,0,High
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,38.0,73,277,136.0,Online,0,High
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48.0,73,350,186.0,Online,0,High
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,27.0,73,197,71.0,Online,0,High
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,73,277,122.0,Online,0,High
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,59.0,73,431,194.0,Online,0,High
West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,38.0,72,274,123.0,Online,0,High
West Gear,1128299,3/24/2020,West,Colorado,Denver,Women's Athletic Footwear,36.0,72,259,117.0,Online,0,High
Amazon,1185732,11/10/2021,Northeast,Maine,Portland,Women's Apparel,56.0,72,403,214.0,Online,0,High
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Apparel,53.0,72,382,153.0,Online,0,High
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,56.0,72,403,181.0,Online,0,High
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.0,72,194,95.0,Online,0,High
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,72,166,91.0,Online,0,High
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,72,137,75.0,Online,0,High
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Apparel,34.0,72,245,105.0,Online,0,High
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,51.0,72,367,176.0,Online,0,High
Amazon,1185732,11/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,39.0,72,281,132.0,Online,0,High
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,19.0,72,137,73.0,Online,0,High
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,34.0,72,245,127.0,Online,0,High
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,14.0,72,101,50.0,Online,0,High
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Apparel,37.0,72,266,147.0,Online,0,High
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,33.0,72,238,121.0,Online,0,High
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34.0,72,245,105.0,Online,0,High
West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,72,230,113.0,Online,0,High
West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,59.0,72,425,221.0,Online,0,High
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,72,101,50.0,Online,0,High
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,47.0,72,338,186.0,Online,0,High
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.0,72,259,132.0,Online,0,High
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.0,72,302,145.0,Online,0,High
Foot Locker,1185732,12/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,61.0,72,439,184.0,Online,0,High
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Apparel,39.0,72,281,140.0,Online,0,High
Kohl's,1185732,11/14/2021,Northeast,Delaware,Wilmington,Men's Apparel,60.0,72,432,173.0,Online,0,High
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,24.0,72,173,88.0,Online,0,High
Kohl's,1185732,9/6/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,41.0,72,295,148.0,Online,0,High
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52.0,72,374,187.0,Online,0,High
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Apparel,55.0,72,396,186.0,Online,0,High
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,51.0,72,367,154.0,Online,0,High
Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Women's Street Footwear,28.0,72,202,85.0,Outlet,0,High
Foot Locker,1185732,11/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,43.0,72,310,133.0,Outlet,0,High
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Apparel,43.0,72,310,105.0,Outlet,0,High
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,72,230,76.0,Outlet,0,High
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,19.0,72,137,57.0,Outlet,0,High
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Apparel,26.0,72,187,88.0,Outlet,0,High
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.0,72,245,69.0,Outlet,0,High
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33.0,72,238,112.0,Outlet,0,High
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Apparel,43.0,72,310,121.0,Outlet,0,High
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,72,288,121.0,Outlet,0,High
Foot Locker,1185732,11/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,59.0,70,413,190.0,Online,0,High
West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Men's Apparel,47.0,70,329,214.0,Online,0,High
Amazon,1185732,12/28/2021,Northeast,Maine,Portland,Men's Athletic Footwear,46.0,70,322,151.0,Online,0,High
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Apparel,63.0,70,441,123.0,Online,0,High
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Apparel,42.0,70,294,126.0,Online,0,High
Foot Locker,1185732,2/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.0,70,168,87.0,Online,0,High
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,44.0,70,308,148.0,Online,0,High
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,18.0,70,126,67.0,Online,0,High
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Men's Apparel,39.0,70,273,96.0,Online,0,High
Walmart,1197831,2/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,18.0,70,126,63.0,Online,0,High
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Apparel,68.0,70,476,219.0,Online,0,High
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39.0,70,273,109.0,Online,0,High
Sports Direct,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,70,385,212.0,Online,0,High
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29.0,70,203,93.0,Online,0,High
West Gear,1185732,1/3/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29.0,70,203,93.0,Online,0,High
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,50.0,70,350,154.0,Online,0,High
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Apparel,38.0,70,266,109.0,Online,0,High
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,63.0,70,441,168.0,Online,0,High
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.0,70,294,168.0,Online,0,High
Foot Locker,1185732,10/27/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,32.0,70,224,76.0,Outlet,0,High
West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,37.0,70,259,158.0,Outlet,0,High
Foot Locker,1185732,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,23.0,70,161,66.0,Outlet,0,High
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,37.0,70,259,104.0,Outlet,0,High
West Gear,1128299,4/24/2021,West,Oregon,Portland,Women's Athletic Footwear,34.0,70,238,88.0,Outlet,0,High
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,70,105,49.0,Outlet,0,High
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,70,70,32.0,Outlet,0,High
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,70,112,45.0,Outlet,0,High
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26.0,70,182,84.0,Outlet,0,High
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,24.0,70,168,49.0,Outlet,0,High
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,37.0,70,259,106.0,Outlet,0,High
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,48.0,70,336,121.0,Outlet,0,High
Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42.0,70,294,123.0,Outlet,0,High
Foot Locker,1185732,6/5/2021,Midwest,Illinois,Chicago,Women's Apparel,41.0,69,283,170.0,Online,0,High
Foot Locker,1185732,12/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.0,69,380,171.0,Online,0,High
West Gear,1128299,4/11/2020,West,Colorado,Denver,Women's Athletic Footwear,58.0,69,400,236.0,Online,0,High
Sports Direct,1197831,3/26/2021,South,Tennessee,Knoxville,Men's Apparel,39.0,69,269,126.0,Online,0,High
Foot Locker,1185732,7/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,44.0,69,304,182.0,Online,0,High
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Street Footwear,41.0,69,283,105.0,Online,0,High
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Apparel,62.0,69,428,163.0,Online,0,High
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,52.0,69,359,129.0,Online,0,High
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,59.0,69,407,195.0,Online,0,High
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,47.0,69,324,162.0,Online,0,High
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Apparel,53.0,69,366,146.0,Online,0,High
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48.0,69,331,182.0,Online,0,High
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,38.0,69,262,136.0,Online,0,High
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,23.0,69,159,86.0,Online,0,High
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,69,97,49.0,Online,0,High
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Apparel,47.0,69,324,162.0,Online,0,High
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,23.0,69,159,81.0,Online,0,High
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Apparel,46.0,69,317,165.0,Online,0,High
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,69,228,96.0,Online,0,High
