InvoiceDate,Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Sales_Level,month_year
22303,Sports Direct,South,Mississippi,Jackson,Women's Athletic Footwear,19,78,148,79,Online,High,22281
22419,Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,34,78,265,141,Online,High,22281
22504,Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,42,78,328,147,Online,High,22281
22622,Foot Locker,Midwest,North Dakota,Fargo,Women's Apparel,63,78,491,260,Online,High,22281
22498,Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,42,78,328,151,Online,High,22281
22587,West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32,78,250,117,Online,High,22281
22290,West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32,78,250,127,Online,High,22281
22384,Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,38,78,296,160,Online,High,22281
22617,Foot Locker,Northeast,Connecticut,Hartford,Men's Apparel,60,78,468,211,Online,High,22281
22620,Sports Direct,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,78,351,168,Online,High,22281
22533,Amazon,Northeast,Vermont,Burlington,Women's Apparel,59,78,460,253,Online,High,22281
22417,Amazon,Northeast,New Hampshire,Manchester,Men's Apparel,63,78,491,221,Online,High,22281
22304,Foot Locker,Northeast,New Hampshire,Manchester,Women's Apparel,54,78,421,190,Online,High,22281
22541,Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,44,78,343,127,Outlet,High,22281
22362,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,78,296,116,Outlet,High,22281
22548,Foot Locker,Southeast,Virginia,Richmond,Women's Street Footwear,34,78,265,106,Outlet,High,22281
22297,West Gear,West,Oregon,Portland,Women's Athletic Footwear,34,78,265,122,Outlet,High,22281
22393,Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,40,78,312,125,Outlet,High,22281
22427,Kohl's,West,New Mexico,Albuquerque,Men's Apparel,45,78,351,123,Outlet,High,22281
22351,Sports Direct,Southeast,Georgia,Atlanta,Women's Athletic Footwear,38,78,296,133,Outlet,High,22281
22332,Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,15,78,117,55,Outlet,High,22281
22358,West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15,78,117,48,Outlet,High,22281
22542,West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,20,78,156,59,Outlet,High,22281
22467,Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,27,78,211,95,Outlet,High,22281
22540,Amazon,Northeast,New Hampshire,Manchester,Women's Street Footwear,43,78,335,111,Outlet,High,22281
22432,Foot Locker,West,California,Los Angeles,Men's Athletic Footwear,41,77,316,145,Online,High,22281
22442,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,43,77,331,215,Online,High,22281
22281,Kohl's,Midwest,Montana,Billings,Men's Apparel,47,77,362,271,Online,High,22281
22333,Amazon,West,Alaska,Anchorage,Women's Street Footwear,43,77,331,123,Online,High,22281
22297,Sports Direct,West,Hawaii,Honolulu,Women's Athletic Footwear,47,77,362,163,Online,High,22281
22298,Foot Locker,Midwest,Michigan,Detroit,Women's Athletic Footwear,24,77,185,96,Online,High,22281
22542,Foot Locker,Midwest,Missouri,St. Louis,Men's Apparel,23,77,177,83,Online,High,22281
22541,West Gear,South,Louisiana,New Orleans,Men's Apparel,51,77,393,216,Online,High,22281
22303,Foot Locker,West,Idaho,Boise,Women's Athletic Footwear,38,77,293,135,Online,High,22281
22453,Amazon,Southeast,Kentucky,Louisville,Men's Athletic Footwear,33,77,254,125,Online,High,22281
22412,Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,39,77,300,144,Online,High,22281
22437,Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,28,77,216,103,Online,High,22281
22530,Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,27,77,208,98,Online,High,22281
22418,West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,32,77,246,136,Online,High,22281
22477,West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,48,77,370,188,Online,High,22281
22290,Kohl's,Northeast,Delaware,Wilmington,Men's Athletic Footwear,33,77,254,119,Online,High,22281
22591,Sports Direct,Northeast,Rhode Island,Providence,Women's Apparel,60,77,462,240,Online,High,22281
22474,Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,41,77,316,117,Online,High,22281
22349,Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,34,77,262,128,Online,High,22281
22548,West Gear,West,Oregon,Portland,Men's Apparel,48,77,370,155,Outlet,High,22281
22418,West Gear,South,Louisiana,New Orleans,Men's Apparel,32,77,246,118,Outlet,High,22281
22390,Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,13,77,100,47,Outlet,High,22281
22319,Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,27,77,208,98,Outlet,High,22281
22620,Sports Direct,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34,77,262,113,Outlet,High,22281
22474,Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34,77,262,84,Outlet,High,22281
22536,Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,41,77,316,104,Outlet,High,22281
22446,Foot Locker,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,3375,1350,Outlet,High,22281
22452,Foot Locker,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,3375,1350,Outlet,High,22281
22591,Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60,75,4500,1350,Outlet,High,22281
22221,Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,50,75,3750,1125,In-store,High,21915
22424,Foot Locker,South,Tennessee,Knoxville,Women's Athletic Footwear,30,75,2250,900,Outlet,High,22281
22440,Foot Locker,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,75,2625,919,Outlet,High,22281
22441,Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,25,75,1875,656,Outlet,High,22281
22472,Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20,75,1500,600,Outlet,High,22281
22473,Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,30,75,2250,788,Outlet,High,22281
22586,Amazon,Northeast,Maine,Portland,Women's Athletic Footwear,35,75,2625,788,Outlet,High,22281
22587,Amazon,Northeast,Maine,Portland,Men's Apparel,50,75,3750,938,Outlet,High,22281
22350,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,75,2625,788,Online,High,22281
22382,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,75,2625,788,Online,High,22281
22347,Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,75,1875,563,Online,High,22281
22379,Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,75,1875,563,Online,High,22281
22317,Foot Locker,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,75,1875,563,In-store,High,22281
22314,West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,75,1875,563,In-store,High,22281
22341,West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,75,1125,338,In-store,High,22281
22373,West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,75,1125,338,In-store,High,22281
22304,Foot Locker,Northeast,West Virginia,Charleston,Women's Athletic Footwear,30,75,2250,788,In-store,High,22281
22359,West Gear,Northeast,Maryland,Baltimore,Men's Apparel,45,75,3375,1013,In-store,High,22281
22345,Kohl's,Northeast,New Jersey,Newark,Women's Athletic Footwear,30,75,2250,900,In-store,High,22281
22290,Foot Locker,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,75,2250,900,In-store,High,22281
22345,Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,45,75,3375,1013,In-store,High,22281
22561,Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50,75,3750,1500,In-store,High,22281
22561,Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,60,75,4500,1350,In-store,High,22281
22475,Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,38,75,285,140,Online,High,22281
22486,Foot Locker,Midwest,Illinois,Chicago,Men's Athletic Footwear,49,75,368,180,Online,High,22281
22498,Foot Locker,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,75,345,166,Online,High,22281
22499,Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,46,75,345,169,Online,High,22281
22513,Sports Direct,South,Texas,Dallas,Men's Apparel,38,75,285,100,Online,High,22281
22618,Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54,75,405,190,Online,High,22281
21937,West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,59,75,443,204,Online,High,21915
22047,West Gear,West,Colorado,Denver,Men's Apparel,64,75,480,317,Online,High,21915
22311,Kohl's,Midwest,Montana,Billings,Men's Apparel,41,75,308,228,Online,High,22281
22333,Amazon,West,Alaska,Anchorage,Men's Apparel,60,75,450,171,Online,High,22281
22481,Amazon,West,Alaska,Anchorage,Women's Athletic Footwear,51,75,383,145,Online,High,22281
22541,Walmart,Southeast,Florida,Orlando,Women's Street Footwear,54,75,405,182,Online,High,22281
22541,Walmart,Southeast,Florida,Orlando,Women's Apparel,51,75,383,210,Online,High,22281
22516,Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,73,75,548,230,Online,High,22281
22356,Foot Locker,Midwest,Missouri,St. Louis,Men's Apparel,41,75,308,151,Online,High,22281
22542,Foot Locker,Midwest,Missouri,St. Louis,Women's Street Footwear,14,75,105,51,Online,High,22281
22349,West Gear,West,Utah,Salt Lake City,Men's Apparel,38,75,285,143,Online,High,22281
22412,West Gear,West,Utah,Salt Lake City,Men's Apparel,39,75,293,146,Online,High,22281
22548,West Gear,West,Oregon,Portland,Women's Street Footwear,49,75,368,165,Online,High,22281
22541,West Gear,South,Louisiana,New Orleans,Women's Apparel,39,75,293,146,Online,High,22281
22345,West Gear,West,Idaho,Boise,Men's Apparel,37,75,278,125,Online,High,22281
22393,Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,46,75,345,173,Online,High,22281
22293,Sports Direct,West,New Mexico,Albuquerque,Women's Athletic Footwear,39,75,293,146,Online,High,22281
22302,Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,28,75,210,109,Online,High,22281
22392,Amazon,Southeast,Kentucky,Louisville,Women's Apparel,36,75,270,135,Online,High,22281
22482,Amazon,Southeast,Kentucky,Louisville,Men's Apparel,46,75,345,159,Online,High,22281
22514,Amazon,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38,75,285,143,Online,High,22281
22387,Foot Locker,South,Mississippi,Jackson,Women's Athletic Footwear,19,75,143,74,Online,High,22281
22390,Walmart,South,Arkansas,Little Rock,Women's Street Footwear,14,75,105,55,Online,High,22281
22332,West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,34,75,255,120,Online,High,22281
22419,West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,43,75,323,145,Online,High,22281
22325,Kohl's,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,75,105,51,Online,High,22281
22351,Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,9,75,68,31,Online,High,22281
22473,Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,43,75,323,158,Online,High,22281
22535,Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,15,75,113,53,Online,High,22281
22410,Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,52,75,390,199,Online,High,22281
22622,Foot Locker,Midwest,North Dakota,Fargo,Men's Athletic Footwear,46,75,345,155,Online,High,22281
22286,Foot Locker,Midwest,North Dakota,Fargo,Women's Apparel,28,75,210,109,Online,High,22281
22559,Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32,75,240,110,Online,High,22281
22587,West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,61,75,458,233,Online,High,22281
22321,West Gear,Midwest,Indiana,Indianapolis,Women's Apparel,19,75,143,73,Online,High,22281
22297,West Gear,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32,75,240,132,Online,High,22281
22297,West Gear,Midwest,Indiana,Indianapolis,Women's Apparel,34,75,255,128,Online,High,22281
22328,West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,27,75,203,103,Online,High,22281
22387,West Gear,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28,75,210,116,Online,High,22281
22541,West Gear,Northeast,West Virginia,Charleston,Women's Apparel,36,75,270,138,Online,High,22281
22453,West Gear,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41,75,308,145,Online,High,22281
22446,Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,75,308,169,Online,High,22281
22446,Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,50,75,375,150,Online,High,22281
22406,Kohl's,Northeast,New Jersey,Newark,Women's Street Footwear,38,75,285,143,Online,High,22281
22499,Kohl's,Northeast,New Jersey,Newark,Women's Street Footwear,37,75,278,150,Online,High,22281
22526,Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47,75,353,183,Online,High,22281
22499,Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,38,75,285,157,Online,High,22281
22326,Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,38,75,285,125,Online,High,22281
22410,Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,49,75,368,169,Online,High,22281
22330,Amazon,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,75,338,172,Online,High,22281
22356,Amazon,Northeast,New Hampshire,Manchester,Women's Street Footwear,38,75,285,117,Online,High,22281
22356,Amazon,Northeast,New Hampshire,Manchester,Women's Apparel,45,75,338,159,Online,High,22281
22540,Amazon,Northeast,New Hampshire,Manchester,Women's Street Footwear,52,75,390,168,Online,High,22281
22349,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,20,75,150,63,Outlet,High,22281
22381,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,14,75,105,47,Outlet,High,22281
22362,West Gear,West,Oregon,Portland,Women's Athletic Footwear,39,75,293,108,Outlet,High,22281
22328,West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,33,75,248,116,Outlet,High,22281
22293,Sports Direct,West,New Mexico,Albuquerque,Men's Apparel,35,75,263,105,Outlet,High,22281
22390,Walmart,South,Arkansas,Little Rock,Men's Apparel,31,75,233,86,Outlet,High,22281
22325,Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17,75,128,52,Outlet,High,22281
22342,Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,23,75,173,55,Outlet,High,22281
22297,Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,22,75,165,48,Outlet,High,22281
22326,Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,27,75,203,65,Outlet,High,22281
22446,Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,36,75,270,84,Outlet,High,22281
21925,West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,44,74,326,150,Online,High,21915
22010,West Gear,West,Colorado,Denver,Women's Athletic Footwear,56,74,414,178,Online,High,21915
22515,Sports Direct,South,Alabama,Birmingham,Men's Apparel,23,74,170,90,Online,High,22281
22328,Sports Direct,Southeast,Florida,Orlando,Women's Athletic Footwear,45,74,333,147,Online,High,22281
22541,Walmart,Southeast,Florida,Orlando,Men's Apparel,64,74,474,147,Online,High,22281
22381,West Gear,West,Utah,Salt Lake City,Men's Apparel,33,74,244,112,Online,High,22281
22387,West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,39,74,289,153,Online,High,22281
22337,Kohl's,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,74,318,156,Online,High,22281
22546,Amazon,Southeast,Kentucky,Louisville,Women's Apparel,49,74,363,189,Online,High,22281
22289,Sports Direct,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32,74,237,104,Online,High,22281
22289,Sports Direct,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,74,185,74,Online,High,22281
22348,West Gear,Midwest,Indiana,Indianapolis,Women's Apparel,24,74,178,92,Online,High,22281
22534,West Gear,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29,74,215,107,Online,High,22281
22448,West Gear,Northeast,West Virginia,Charleston,Men's Apparel,41,74,303,167,Online,High,22281
22413,Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,50,74,370,155,Online,High,22281
22319,Kohl's,Northeast,New Jersey,Newark,Women's Apparel,32,74,237,126,Online,High,22281
22467,Kohl's,Northeast,New Jersey,Newark,Men's Apparel,48,74,355,153,Online,High,22281
22403,Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,43,74,318,127,Online,High,22281
22436,Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,53,74,392,173,Online,High,22281
22558,Foot Locker,Northeast,Connecticut,Hartford,Women's Apparel,63,74,466,233,Online,High,22281
22620,Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,47,74,348,177,Online,High,22281
22323,Amazon,Northeast,Massachusetts,Boston,Women's Street Footwear,33,74,244,122,Online,High,22281
22586,Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Apparel,30,74,222,78,Outlet,High,22281
22423,Foot Locker,South,Tennessee,Knoxville,Women's Street Footwear,19,74,141,55,Outlet,High,22281
22548,Foot Locker,Southeast,Virginia,Richmond,Men's Apparel,39,74,289,136,Outlet,High,22281
22414,Sports Direct,Southeast,Georgia,Atlanta,Men's Apparel,39,74,289,121,Outlet,High,22281
22303,West Gear,South,Arkansas,Little Rock,Women's Athletic Footwear,13,74,96,41,Outlet,High,22281
22419,West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26,74,192,81,Outlet,High,22281
22403,Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,74,237,78,Outlet,High,22281
22439,Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,32,74,237,99,Outlet,High,22281
22591,Sports Direct,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40,74,296,124,Outlet,High,22281
22620,Sports Direct,Northeast,Rhode Island,Providence,Men's Apparel,41,74,303,112,Outlet,High,22281
22446,Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,39,74,289,92,Outlet,High,22281
22381,Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,25,74,185,78,Outlet,High,22281
22301,Amazon,Northeast,Vermont,Burlington,Men's Apparel,43,74,318,105,Outlet,High,22281
22540,Amazon,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41,74,303,112,Outlet,High,22281
22484,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,53,73,387,248,Online,High,22281
22065,West Gear,West,Washington,Seattle,Men's Apparel,51,73,372,145,Online,High,21915
22254,Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37,73,270,122,Online,High,21915
22509,Sports Direct,South,Alabama,Birmingham,Men's Apparel,37,73,270,135,Online,High,22281
22380,Foot Locker,West,Hawaii,Honolulu,Women's Athletic Footwear,48,73,350,123,Online,High,22281
22349,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,23,73,168,89,Online,High,22281
22516,West Gear,West,Oregon,Portland,Women's Apparel,69,73,504,222,Online,High,22281
22548,West Gear,West,Oregon,Portland,Women's Apparel,41,73,299,126,Online,High,22281
22328,West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,44,73,321,177,Online,High,22281
22351,Sports Direct,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,73,343,178,Online,High,22281
22360,Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,34,73,248,124,Online,High,22281
22390,Walmart,South,Arkansas,Little Rock,Men's Apparel,37,73,270,130,Online,High,22281
22358,West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19,73,139,67,Online,High,22281
22562,Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,263,108,Online,High,22281
22562,Foot Locker,Midwest,North Dakota,Fargo,Women's Apparel,53,73,387,205,Online,High,22281
22593,Foot Locker,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,263,118,Online,High,22281
22622,Foot Locker,Midwest,North Dakota,Fargo,Women's Street Footwear,48,73,350,158,Online,High,22281
22559,West Gear,Midwest,Iowa,Des Moines,Women's Apparel,49,73,358,190,Online,High,22281
22283,West Gear,Midwest,Iowa,Des Moines,Women's Apparel,28,73,204,112,Online,High,22281
22616,West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48,73,350,158,Online,High,22281
22616,West Gear,Midwest,Wisconsin,Milwaukee,Men's Apparel,57,73,416,250,Online,High,22281
22321,West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,73,175,88,Online,High,22281
22411,West Gear,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37,73,270,149,Online,High,22281
22529,Kohl's,Northeast,New Jersey,Newark,Women's Apparel,50,73,365,193,Online,High,22281
22342,Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,38,73,277,136,Online,High,22281
22403,Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,73,350,186,Online,High,22281
22297,Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,27,73,197,71,Online,High,22281
22388,Amazon,Northeast,New Hampshire,Manchester,Women's Street Footwear,38,73,277,122,Online,High,22281
22510,Amazon,Northeast,New Hampshire,Manchester,Men's Apparel,59,73,431,194,Online,High,22281
21992,West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,38,72,274,123,Online,High,21915
21998,West Gear,West,Colorado,Denver,Women's Athletic Footwear,36,72,259,117,Online,High,21915
22359,Amazon,West,Alaska,Anchorage,Women's Apparel,53,72,382,153,Online,High,22281
22420,Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,56,72,403,181,Online,High,22281
22388,Foot Locker,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27,72,194,95,Online,High,22281
22412,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,23,72,166,91,Online,High,22281
22375,West Gear,West,Idaho,Boise,Men's Apparel,34,72,245,105,Online,High,22281
22444,Sports Direct,Southeast,Georgia,Atlanta,Men's Apparel,51,72,367,176,Online,High,22281
22419,West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,34,72,245,127,Online,High,22281
22292,Foot Locker,Midwest,Kansas,Wichita,Women's Apparel,37,72,266,147,Online,High,22281
22289,Sports Direct,Midwest,South Dakota,Sioux Falls,Women's Apparel,33,72,238,121,Online,High,22281
22533,Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34,72,245,105,Online,High,22281
22590,West Gear,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32,72,230,113,Online,High,22281
22590,West Gear,Midwest,Iowa,Des Moines,Women's Apparel,59,72,425,221,Online,High,22281
22348,West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,14,72,101,50,Online,High,22281
22380,West Gear,Midwest,Indiana,Indianapolis,Women's Apparel,47,72,338,186,Online,High,22281
22509,West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36,72,259,132,Online,High,22281
22481,Sports Direct,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42,72,302,145,Online,High,22281
22352,Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,39,72,281,140,Online,High,22281
22290,Kohl's,Northeast,Delaware,Wilmington,Women's Street Footwear,24,72,173,88,Online,High,22281
22529,Kohl's,Northeast,New Jersey,Newark,Men's Athletic Footwear,41,72,295,148,Online,High,22281
22558,Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52,72,374,187,Online,High,22281
22410,Amazon,Northeast,Vermont,Burlington,Men's Apparel,55,72,396,186,Online,High,22281
22510,Amazon,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,51,72,367,154,Online,High,22281
22454,Foot Locker,West,Arizona,Phoenix,Men's Apparel,43,72,310,105,Outlet,High,22281
22496,Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,72,230,76,Outlet,High,22281
22290,Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,19,72,137,57,Outlet,High,22281
22290,Foot Locker,Northeast,Connecticut,Hartford,Women's Apparel,26,72,187,88,Outlet,High,22281
22446,Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34,72,245,69,Outlet,High,22281
22323,Amazon,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33,72,238,112,Outlet,High,22281
22503,Amazon,Northeast,Vermont,Burlington,Men's Apparel,43,72,310,121,Outlet,High,22281
22533,Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,40,72,288,121,Outlet,High,22281
21920,West Gear,West,Nevada,Las Vegas,Men's Apparel,47,70,329,214,Online,High,21915
22548,Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,42,70,294,126,Online,High,22281
22329,Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24,70,168,87,Online,High,22281
22419,Foot Locker,Midwest,Missouri,St. Louis,Men's Apparel,44,70,308,148,Online,High,22281
22381,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,18,70,126,67,Online,High,22281
22315,Foot Locker,West,Idaho,Boise,Men's Apparel,39,70,273,96,Online,High,22281
22332,Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,18,70,126,63,Online,High,22281
22443,Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,70,273,109,Online,High,22281
22286,Foot Locker,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29,70,203,93,Online,High,22281
22283,West Gear,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29,70,203,93,Online,High,22281
22403,Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,50,70,350,154,Online,High,22281
22297,Sports Direct,Northeast,Rhode Island,Providence,Women's Apparel,38,70,266,109,Online,High,22281
22349,Amazon,Northeast,Vermont,Burlington,Men's Athletic Footwear,42,70,294,168,Online,High,22281
21926,West Gear,West,Nevada,Las Vegas,Men's Apparel,37,70,259,158,Outlet,High,21915
22422,Foot Locker,South,Tennessee,Knoxville,Men's Athletic Footwear,23,70,161,66,Outlet,High,22281
22548,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,37,70,259,104,Outlet,High,22281
22394,West Gear,West,Oregon,Portland,Women's Athletic Footwear,34,70,238,88,Outlet,High,22281
22358,Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,15,70,105,49,Outlet,High,22281
22390,West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,10,70,70,32,Outlet,High,22281
22296,Kohl's,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,70,112,45,Outlet,High,22281
22439,Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26,70,182,84,Outlet,High,22281
22326,Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,24,70,168,49,Outlet,High,22281
22294,Amazon,Northeast,Massachusetts,Boston,Men's Apparel,37,70,259,106,Outlet,High,22281
22540,Amazon,Northeast,New Hampshire,Manchester,Men's Apparel,48,70,336,121,Outlet,High,22281
22333,Foot Locker,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42,70,294,123,Outlet,High,22281
22436,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,41,69,283,170,Online,High,22281
22016,West Gear,West,Colorado,Denver,Women's Athletic Footwear,58,69,400,236,Online,High,21915
